Primary archt/firm,Primary archt/firm[1][Name],Primary archt/firm[1][Role],Primary archt/firm[1][Type],Primary archt/firm[2][Name],Primary archt/firm[2][Role],Primary archt/firm[2][Type],Primary archt/firm[3][Name],Primary archt/firm[3][Role],Primary archt/firm[3][Type],Primary archt/firm[4][Name],Primary archt/firm[4][Role],Primary archt/firm[4][Type]
unidentified | contributor,<flag>,<flag>,<flag>,,,,,,,,,
Eugene Wukasch | architect,Eugene Wukasch,architect,person,,,,,,,,,
Wukasch and Associates | architects,Wukasch and Associates,architects,coorporate,,,,,,,,,
Maurice J. and Charles F. Sullivan,Maurice J. and Charles F. Sullivan,contributor,coorporate,,,,,,,,,
Stayton Nunn and Milton McGinty,Stayton Nunn and Milton McGinty,contributor,coorporate,,,,,,,,,
Eugene Wukasch and Associates | architectural firm,Eugene Wukasch and Associates,architectural firm,coorporate,,,,,,,,,
Eugene Wukasch | architect,Eugene Wukasch,architect,person,,,,,,,,,
Jack Corgan,Jack Corgan,contributor,person,,,,,,,,,
Staub and Rather,Staub and Rather,contributor,coorporate,,,,,,,,,
Riolee | design engineer,Riolee,design engineer,person,,,,,,,,,
Atlantic Refining Company.  Engineering and Construction Department.,Atlantic Refining Company.  Engineering and Construction Department.,contributor,coorporate,,,,,,,,,
Addis E. Noonan Associates,Addis E. Noonan Associates,contributor,coorporate,,,,,,,,,
Garrett Engineering Company,Garrett Engineering Company,contributor,coorporate,,,,,,,,,
Wyatt C. Hedrick | associated architect; Preston M. Geren | associated architect; Joseph R. Pelich | associated architect,Wyatt C. Hedrick,associated architect,person,Preston M. Geren,associated architect,person,Joseph R. Pelich,associated architect,person,,,
H. B. Sweedlund; A. Ross Seamans,H. B. Sweedlund,contributor,person,A. Ross Seamans,contributor,person,,,,,,
